0.000000000000000000e+00,1.138634398247240886e+00,1.254794562129522895e+00,1.194473943379229075e+00,1.165745931207975650e+00,1.310272703113665171e+00,1.223852742663023685e+00,1.207606814952951524e+00,1.169932634972515206e+00,1.229000587141733547e+00,1.194537953431963118e+00,1.134130907505107366e+00,1.119256772034479042e+00,1.244096857597468908e+00,1.106273855212839496e+00,1.182240597279041072e+00,1.168169519147718383e+00,1.208497711565985178e+00,1.181311718966680857e+00,1.187354194281707187e+00,1.228492521331184806e+00,1.147994705016539996e+00,1.150629349620798880e+00,1.149800935004437807e+00,1.219182190918197461e+00,1.203644543092708075e+00,1.189743724099775690e+00,1.271578600624969635e+00,1.155104779240679447e+00,1.128444316409198844e+00,1.183700892474463862e+00,1.168252286831969133e+00,1.255747174753846007e+00,1.240713055581107671e+00,1.244757621500651723e+00,1.198680318904264741e+00,1.171425564949150955e+00,1.167180752684620071e+00,1.149988043364641666e+00,1.185899814488749371e+00
1.138634398247240886e+00,0.000000000000000000e+00,1.362849853569026326e+00,1.199605112561323850e+00,1.226895542086616553e+00,1.294729366379713698e+00,1.314947661226377074e+00,1.350213152310820730e+00,1.173729937656195599e+00,1.244600043903415942e+00,1.235930678395543492e+00,1.143992783922104461e+00,1.157110368951302926e+00,1.245594344588438318e+00,1.169846031854762991e+00,1.164795765940522587e+00,1.205297062842801692e+00,1.261258984318615273e+00,1.223312543312663703e+00,1.260979719507139274e+00,1.238411502738971937e+00,1.251178830176309598e+00,1.218136103164382478e+00,1.270990999347608064e+00,1.289488751501462360e+00,1.260592110799629406e+00,1.234248280448642321e+00,1.249624334123338842e+00,1.262835154025588658e+00,1.154159584001968053e+00,1.229417657654003460e+00,1.201463185304071590e+00,1.212720036492597409e+00,1.241811074491063316e+00,1.298322504855137005e+00,1.211991973247589449e+00,1.159012359347026955e+00,1.234329727047285941e+00,1.226456481253606512e+00,1.214607453807599713e+00
1.254794562129522895e+00,1.362849853569026326e+00,0.000000000000000000e+00,1.337633312767650295e+00,1.189725659702756122e+00,1.285587406733335269e+00,1.271262531870205104e+00,1.252009455821730732e+00,1.192719656021195673e+00,1.179446552781580504e+00,1.231756037626596356e+00,1.237354777351716173e+00,1.261816330586297052e+00,1.199673675674201023e+00,1.238951459654974441e+00,1.291425057096662554e+00,1.302508971178449215e+00,1.226446761866093471e+00,1.228375389811982243e+00,1.200472779365410636e+00,1.249709066923136103e+00,1.201055332792406727e+00,1.244550573168285101e+00,1.223521787534798122e+00,1.246028415570220593e+00,1.257065343610212382e+00,1.198747554400174664e+00,1.297948787559383144e+00,1.210306152086604747e+00,1.195829293132950166e+00,1.213495657824795959e+00,1.224998573679852321e+00,1.326461774919483583e+00,1.348143043647841877e+00,1.331328375330570690e+00,1.317078963906521683e+00,1.207416149266452798e+00,1.250798766735371936e+00,1.174925076403259716e+00,1.300284061673791625e+00
1.194473943379229075e+00,1.199605112561323850e+00,1.337633312767650295e+00,0.000000000000000000e+00,1.178240501982947386e+00,1.306853405401680268e+00,1.272656199957040268e+00,1.248457024426586237e+00,1.193554638946135560e+00,1.192134495439812314e+00,1.206491081221725326e+00,1.199029793593143101e+00,1.187491778524208730e+00,1.210184524590147248e+00,1.169282576617575842e+00,1.223395475862703918e+00,1.155269888965691383e+00,1.239997469615473413e+00,1.233788366301514117e+00,1.251166331302166590e+00,1.173220478638503428e+00,1.235788429697693314e+00,1.204573719615901206e+00,1.233137083815655011e+00,1.250909461501338527e+00,1.218171137106706770e+00,1.200862830472149367e+00,1.203729715977711612e+00,1.204626256864877121e+00,1.169125274029901185e+00,1.224413090958189620e+00,1.185781991851557748e+00,1.268631301113966714e+00,1.255958188588231605e+00,1.259609606995208519e+00,1.208012595394377664e+00,1.177622889938836348e+00,1.214243951922189702e+00,1.207031893275211765e+00,1.224195913983776807e+00
1.165745931207975650e+00,1.226895542086616553e+00,1.189725659702756122e+00,1.178240501982947386e+00,0.000000000000000000e+00,1.323580045124537197e+00,1.183140671764598917e+00,1.251817550966769277e+00,1.176709971507872154e+00,1.217881880580828469e+00,1.214569266456065666e+00,1.182099255227844425e+00,1.192599720857353551e+00,1.223196752495384176e+00,1.176477790002138812e+00,1.174294786162590087e+00,1.202128528177573541e+00,1.195452193731434409e+00,1.188064885964450479e+00,1.178928594815777720e+00,1.226460374238636408e+00,1.191636669240788038e+00,1.128675515372534965e+00,1.152489473982189816e+00,1.222755745294448637e+00,1.278070842956618547e+00,1.198169478839094859e+00,1.267144027368720671e+00,1.220657476270232022e+00,1.174727157886095830e+00,1.156105143567283111e+00,1.184791786535715374e+00,1.290574624985836305e+00,1.352105004723878068e+00,1.247569003947586630e+00,1.215022493786403146e+00,1.209057079262425338e+00,1.231636730707275085e+00,1.179592078751511286e+00,1.215756400933541759e+00
1.310272703113665171e+00,1.294729366379713698e+00,1.285587406733335269e+00,1.306853405401680268e+00,1.323580045124537197e+00,0.000000000000000000e+00,1.317075662646975509e+00,1.268794456527327252e+00,1.292112585021856219e+00,1.324317599670220558e+00,1.308682871453736407e+00,1.294472910995980719e+00,1.313071770892590084e+00,1.296321028360897021e+00,1.282752798661568550e+00,1.300037858477508745e+00,1.314704835297528129e+00,1.281480407266804455e+00,1.267025429084683852e+00,1.326659733770301663e+00,1.310132402654551775e+00,1.301537142725509355e+00,1.301651603470968865e+00,1.264284420354317540e+00,1.266508487714734787e+00,1.261654103386468551e+00,1.318555085976646390e+00,1.347950955258027772e+00,1.316941388860985995e+00,1.274702807480452282e+00,1.253284681779947229e+00,1.316094771782247319e+00,1.396895126610572468e+00,1.438257492404929838e+00,1.358426829832903193e+00,1.310995396497946386e+00,1.305174280577489743e+00,1.314522506547146641e+00,1.310729365449235795e+00,1.273545450109184518e+00
1.223852742663023685e+00,1.314947661226377074e+00,1.271262531870205104e+00,1.272656199957040268e+00,1.183140671764598917e+00,1.317075662646975509e+00,0.000000000000000000e+00,1.280303828921813381e+00,1.223257699725984526e+00,1.243999721210953258e+00,1.211379444255554771e+00,1.267821487048092166e+00,1.259405191414007863e+00,1.172909128806073786e+00,1.232738544807658432e+00,1.268602595213492057e+00,1.261364335288811978e+00,1.176807292874597843e+00,1.200023029402974784e+00,1.217309316250322793e+00,1.251732421169404530e+00,1.239889142189809057e+00,1.213767564097557816e+00,1.170678099475971568e+00,1.266966730876341929e+00,1.200594388824902214e+00,1.265256627846697235e+00,1.248307349682255651e+00,1.258090262507141510e+00,1.182707191649759793e+00,1.132714367797405863e+00,1.195302649617816515e+00,1.357154349007422489e+00,1.355008365939439408e+00,1.300127782782082742e+00,1.251517464114963785e+00,1.146178679664879407e+00,1.268309556523865567e+00,1.217907621773171245e+00,1.232530751536784930e+00
1.207606814952951524e+00,1.350213152310820730e+00,1.252009455821730732e+00,1.248457024426586237e+00,1.251817550966769277e+00,1.268794456527327252e+00,1.280303828921813381e+00,0.000000000000000000e+00,1.266472086565238353e+00,1.230906940497834112e+00,1.368512101764513877e+00,1.164311579091415805e+00,1.247836715080770542e+00,1.248322816635138111e+00,1.203749666069836133e+00,1.250299038680940500e+00,1.292293295483172955e+00,1.277778150474435659e+00,1.247915807023858292e+00,1.235663103661918560e+00,1.305465924364330732e+00,1.310418862695112541e+00,1.296947740755757694e+00,1.189859847767533063e+00,1.411479016997841729e+00,1.322020030625498332e+00,1.258392696271917188e+00,1.299774264679251834e+00,1.260265471767904266e+00,1.203685161945832638e+00,1.235953392679794982e+00,1.232164382296417671e+00,1.300939051349113917e+00,1.359487532951983546e+00,1.355357626450305553e+00,1.266119185280193182e+00,1.187709070213301077e+00,1.211308954604281674e+00,1.356898824161745898e+00,1.219069881733943816e+00
1.169932634972515206e+00,1.173729937656195599e+00,1.192719656021195673e+00,1.193554638946135560e+00,1.176709971507872154e+00,1.292112585021856219e+00,1.223257699725984526e+00,1.266472086565238353e+00,0.000000000000000000e+00,1.165349638054774983e+00,1.227679618341189549e+00,1.138406155563789213e+00,1.158814652860888472e+00,1.201287804608760057e+00,1.111870511419356999e+00,1.213272000598249134e+00,1.154870653935188951e+00,1.160136928094529063e+00,1.199071958280021555e+00,1.208624374533573631e+00,1.222355058878092260e+00,1.117768345212645009e+00,1.194763112948077133e+00,1.209452480167390043e+00,1.158368134060528298e+00,1.194633074345154755e+00,1.077614391491114709e+00,1.227241072884361461e+00,1.151442177032758307e+00,1.137539255828686313e+00,1.169377893599108376e+00,1.149278386425422349e+00,1.256495406680814053e+00,1.265039780416470805e+00,1.258030174256715927e+00,1.195182237021589211e+00,1.118427561928663883e+00,1.138849656912500619e+00,1.097496130632525935e+00,1.265808970558790492e+00
1.229000587141733547e+00,1.244600043903415942e+00,1.179446552781580504e+00,1.192134495439812314e+00,1.217881880580828469e+00,1.324317599670220558e+00,1.243999721210953258e+00,1.230906940497834112e+00,1.165349638054774983e+00,0.000000000000000000e+00,1.187119360001457791e+00,1.250329337187925383e+00,1.225974916885912647e+00,1.198412128667739829e+00,1.194768382496041781e+00,1.233387906993498540e+00,1.212365557258558990e+00,1.217170832651254253e+00,1.198679263188489719e+00,1.182951772246948918e+00,1.197220232014898356e+00,1.238699800716922983e+00,1.165763333621202769e+00,1.193798581683358062e+00,1.267347450433083056e+00,1.177262450757386336e+00,1.231070799958953410e+00,1.264567182544312995e+00,1.228867926311340897e+00,1.179582482997941995e+00,1.195198578890066532e+00,1.225912901585007653e+00,1.296977078670364714e+00,1.337139032643169134e+00,1.284441609919133365e+00,1.242461268652604423e+00,1.193122189923523813e+00,1.245580916371414215e+00,1.186992384032443670e+00,1.237773304792330720e+00
1.194537953431963118e+00,1.235930678395543492e+00,1.231756037626596356e+00,1.206491081221725326e+00,1.214569266456065666e+00,1.308682871453736407e+00,1.211379444255554771e+00,1.368512101764513877e+00,1.227679618341189549e+00,1.187119360001457791e+00,0.000000000000000000e+00,1.224248901101291143e+00,1.209787970101021681e+00,1.216620776296285511e+00,1.180722545315399108e+00,1.234776474398352919e+00,1.273898329907557692e+00,1.163490344726111347e+00,1.207335967591286918e+00,1.225117450280151843e+00,1.211623017469241947e+00,1.214019594179643002e+00,1.184882241480672782e+00,1.249839795544645193e+00,1.235930945796095415e+00,1.192368806015246419e+00,1.178973257508332040e+00,1.303074197501606690e+00,1.224043507787790475e+00,1.193122718211691247e+00,1.210943615112023863e+00,1.179299889412434910e+00,1.298793694173953295e+00,1.353470710283922962e+00,1.286424252523581835e+00,1.249783532994748869e+00,1.212100358355147511e+00,1.252610601306757943e+00,1.198456621281724477e+00,1.321068907352804800e+00
1.134130907505107366e+00,1.143992783922104461e+00,1.237354777351716173e+00,1.199029793593143101e+00,1.182099255227844425e+00,1.294472910995980719e+00,1.267821487048092166e+00,1.164311579091415805e+00,1.138406155563789213e+00,1.250329337187925383e+00,1.224248901101291143e+00,0.000000000000000000e+00,1.153911554649908355e+00,1.249449779927424009e+00,1.098025168794237505e+00,1.204854843389678853e+00,1.157600670337556981e+00,1.285800574190542722e+00,1.134016865346744174e+00,1.197551634542799448e+00,1.226207036614235912e+00,1.109946101666020812e+00,1.129832772010016750e+00,1.160863433256763111e+00,1.226990520160960330e+00,1.224500899121844677e+00,1.154493187439964208e+00,1.188212413986502014e+00,1.121044598697505945e+00,1.126924051869554688e+00,1.099259002999009693e+00,1.152717586746293543e+00,1.342517057146916715e+00,1.268621040257049915e+00,1.202627008702277234e+00,1.191157930814397581e+00,1.067427088639808730e+00,1.102529539530505920e+00,1.104786486549405256e+00,1.168461277383695096e+00
1.119256772034479042e+00,1.157110368951302926e+00,1.261816330586297052e+00,1.187491778524208730e+00,1.192599720857353551e+00,1.313071770892590084e+00,1.259405191414007863e+00,1.247836715080770542e+00,1.158814652860888472e+00,1.225974916885912647e+00,1.209787970101021681e+00,1.153911554649908355e+00,0.000000000000000000e+00,1.263178703227322286e+00,1.133434250870031246e+00,1.213141233867692570e+00,1.138719790176202062e+00,1.237505762887375793e+00,1.180944167120311583e+00,1.184970764026672896e+00,1.220584970128616220e+00,1.216578912283610148e+00,1.103338229211936472e+00,1.208211916418943987e+00,1.227226356958095455e+00,1.212448768442824232e+00,1.128684954890955883e+00,1.255691288298913744e+00,1.180944651295487313e+00,1.151191955598531713e+00,1.219578608720222723e+00,1.226052497501331384e+00,1.286736229111013374e+00,1.284629321750536901e+00,1.270686392049903857e+00,1.178731282749558407e+00,1.125683633657267979e+00,1.155522189609017758e+00,1.185858959892337028e+00,1.208305761424967040e+00
1.244096857597468908e+00,1.245594344588438318e+00,1.199673675674201023e+00,1.210184524590147248e+00,1.223196752495384176e+00,1.296321028360897021e+00,1.172909128806073786e+00,1.248322816635138111e+00,1.201287804608760057e+00,1.198412128667739829e+00,1.216620776296285511e+00,1.249449779927424009e+00,1.263178703227322286e+00,0.000000000000000000e+00,1.217865197018129120e+00,1.279664637527363924e+00,1.258137898022366752e+00,1.209393300489446599e+00,1.208668552023293374e+00,1.234330362563071937e+00,1.171616932798446253e+00,1.175985156073697580e+00,1.231048128874772996e+00,1.189809570774680747e+00,1.330526007218057583e+00,1.211206934416359848e+00,1.194536592910022677e+00,1.306806892568990186e+00,1.212335688398289868e+00,1.232848899211081317e+00,1.200707992042345795e+00,1.165770164302792899e+00,1.345126865853401021e+00,1.404997667923449711e+00,1.308788675708094651e+00,1.190240787161468639e+00,1.207862662779011220e+00,1.266046655665910015e+00,1.243596406206619598e+00,1.238797562010398812e+00
1.106273855212839496e+00,1.169846031854762991e+00,1.238951459654974441e+00,1.169282576617575842e+00,1.176477790002138812e+00,1.282752798661568550e+00,1.232738544807658432e+00,1.203749666069836133e+00,1.111870511419356999e+00,1.194768382496041781e+00,1.180722545315399108e+00,1.098025168794237505e+00,1.133434250870031246e+00,1.217865197018129120e+00,0.000000000000000000e+00,1.221058605259675467e+00,1.150998074216001532e+00,1.200697759846483192e+00,1.127033753332174593e+00,1.210549639271783384e+00,1.196254441227467824e+00,1.129738867291324889e+00,1.096639515601959047e+00,1.173299623628353050e+00,1.228533425992033523e+00,1.193188195623624770e+00,1.143336192464866397e+00,1.221364700073282350e+00,1.105943093849753422e+00,1.123713234114883441e+00,1.154994757286313511e+00,1.174661454480943723e+00,1.278243171402886347e+00,1.245377599827754977e+00,1.184192038624890309e+00,1.175450432293681846e+00,1.082739964878846717e+00,1.119314078683128377e+00,1.170429820712539648e+00,1.173052964107951901e+00
1.182240597279041072e+00,1.164795765940522587e+00,1.291425057096662554e+00,1.223395475862703918e+00,1.174294786162590087e+00,1.300037858477508745e+00,1.268602595213492057e+00,1.250299038680940500e+00,1.213272000598249134e+00,1.233387906993498540e+00,1.234776474398352919e+00,1.204854843389678853e+00,1.213141233867692570e+00,1.279664637527363924e+00,1.221058605259675467e+00,0.000000000000000000e+00,1.214970307045899034e+00,1.201144642899353299e+00,1.180846886310501720e+00,1.183471615884333028e+00,1.230926249394699967e+00,1.201989362515227810e+00,1.193126895833114931e+00,1.196709879318758940e+00,1.263677141194938347e+00,1.253242720233558094e+00,1.263612670876645083e+00,1.275662823174473992e+00,1.261616861899349962e+00,1.177759648243463353e+00,1.181482963046060375e+00,1.212795722860105396e+00,1.284583978522130909e+00,1.330071572057133444e+00,1.260994815225236598e+00,1.246814990479664598e+00,1.161915154160284125e+00,1.237869738888661697e+00,1.211513895228709670e+00,1.233112527719863349e+00
1.168169519147718383e+00,1.205297062842801692e+00,1.302508971178449215e+00,1.155269888965691383e+00,1.202128528177573541e+00,1.314704835297528129e+00,1.261364335288811978e+00,1.292293295483172955e+00,1.154870653935188951e+00,1.212365557258558990e+00,1.273898329907557692e+00,1.157600670337556981e+00,1.138719790176202062e+00,1.258137898022366752e+00,1.150998074216001532e+00,1.214970307045899034e+00,0.000000000000000000e+00,1.300553917820157723e+00,1.207010389808602202e+00,1.257790968609384663e+00,1.190505301160292406e+00,1.216701160883363775e+00,1.215839659587713006e+00,1.268952663968146988e+00,1.233797831577337689e+00,1.245614909251518965e+00,1.197878412058353881e+00,1.060859294900629024e+00,1.084353944804699488e+00,1.217116158873777110e+00,1.202001373062884237e+00,1.205692027094137808e+00,1.212239081501420790e+00,1.294619187240563019e+00,1.070532293228642740e+00,1.124917452230190573e+00,1.180527692849388188e+00,1.124034338357448704e+00,1.176392507703109214e+00,1.242075141800643712e+00
